Series Name,Series Code,Country Name,Country Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
GDP (current US$),NY.GDP.MKTP.CD,Uruguay,URY,25385886977.5228,23983945190.6202,22823270892.1094,20898761742.2386,13606515722.5864,12045638351.8507,13686329890.1191,17362857683.8545,19741420739.8901,23797773024.3992,31119602538.8322,32708319077.5179,41950361211.9581,50342406067.0777,54232266358.7811,61337621933.7857,61496186973.902,57680327998.6689,57480788390.2581,65006039994.56,65344576348.2279,62222325807.0578,53668636567.8667,60760798595.5436,70164683290.3776,77240830877.4597
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,9260481572.42462,8837070235.51892,8855705139.55857,8495806432.18467,7196260656.84556,7691367471.17992,9624440836.29309,10737500188.1123,13429430050.261,17856393235.4338,24615267663.5456,22355151161.994,27260886405.2263,33756238766.5,33271921136.315,38501122141.4241,40377929295.6419,36211447840.0971,36089700222.9461,38997129473.5558,40225448340.6322,37925338329.1494,35432178068.1814,39950899938.7482,41952910858.0846,42956263543.9482
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean,LCN,2332209529441.48,2107777544518.75,2326949294888.47,2282568106526.85,2052733951836.01,2091860862682.1,2405428955596.87,2903183974064.52,3397283352571.6,3998720279668.85,4644078687283.98,4357527531809.5,5397420440102.78,6138988197082.15,6210848401059.53,6364361538445.06,6485373197518.46,5420625373878.58,5285772978074.74,5869256493740.25,5743189791995.49,5659312361702.86,4805510770575.42,5581050600056.69,6344871239270.21,7100142198622.08
GDP (current US$),NY.GDP.MKTP.CD,World,WLD,31702676349248.1,32747088959180.2,33855853033266.6,33646060924936.8,34940171807391.6,39181755907935.4,44151098975078,47811684840222.7,51815358465522.1,58389218140008.7,64152276357317,60814498796339.1,66609708734786.2,74080837776246.3,75705854038889.1,77873446166547,80020337644636.3,75472473882835.1,76702553625899.1,81712043350515.4,86884839554431.6,88149850742945.9,85763013427792.9,97848299706454.8,101770911729948,106171667873321
Government Effectiveness: Estimate,GE.EST,Saudi Arabia,SAU,-0.219085738062859,..,-0.229407846927643,..,-0.337844789028168,-0.366576313972473,-0.386468946933746,-0.391905188560486,-0.198544204235077,-0.136533141136169,-0.109230503439903,-0.110996946692467,-0.0236956626176834,-0.317042857408524,0.01908940076828,0.057302076369524,0.192474737763405,0.154987290501595,0.214122653007507,0.210743635892868,0.273804366588593,0.261275202035904,0.113618113100529,0.464676141738892,0.582258403301239,0.796441078186035
Government Effectiveness: Estimate,GE.EST,Argentina,ARG,0.328712493181229,..,-0.0280386935919523,..,-0.228479072451591,-0.0342199839651585,0.015197392553091,-0.0979790613055229,-0.0339163094758987,-0.0125325033441186,-0.123509347438812,-0.294032037258148,-0.1117919459939,-0.0723610669374466,-0.206967011094093,-0.254236966371536,-0.111114293336868,-0.0494756102561951,0.218796372413635,0.135085612535477,0.0280606187880039,-0.120795331895351,-0.254261821508408,-0.390557259321213,-0.28348970413208,-0.377517342567444
Government Effectiveness: Estimate,GE.EST,Brazil,BRA,-0.201571121811867,..,0.0430850870907307,..,-0.0346153452992439,0.0817573666572571,-0.0922709181904793,-0.157670244574547,-0.391295492649078,-0.290289968252182,-0.148200899362564,-0.151303574442863,-0.0868625491857529,-0.152404069900513,-0.16054867208004,-0.119030974805355,-0.175920635461807,-0.255271553993225,-0.249387070536613,-0.317140609025955,-0.520569622516632,-0.234114676713943,-0.465709209442139,-0.492990374565125,-0.588259339332581,-0.546764314174652
Government Effectiveness: Estimate,GE.EST,South Africa,ZAF,0.624708473682404,..,0.645909368991852,..,0.607831418514252,0.599580049514771,0.559140086174011,0.567057847976685,0.325101375579834,0.283431172370911,0.332178503274918,0.310807675123215,0.191702410578728,0.217559650540352,0.170115306973457,0.30602103471756,0.165043815970421,0.0873290970921516,0.101402580738068,0.0707959234714508,0.103647440671921,0.127971157431602,0.0465345233678818,-0.0701303705573082,-0.109027646481991,-0.256946682929993
Government Effectiveness: Estimate,GE.EST,Spain,ESP,1.5973025560379,..,1.68575727939606,..,1.78612041473389,1.81680715084076,1.33226644992828,1.50157427787781,0.830167770385742,0.987038195133209,0.912503182888031,0.9416823387146,0.942974150180817,0.97240149974823,1.05716216564178,1.16768598556519,1.1732976436615,1.15725028514862,1.0948657989502,1.00125849246979,0.969246029853821,0.968808770179749,0.853928565979004,0.907896876335144,0.920230388641357,0.752065539360046
Government Effectiveness: Estimate,GE.EST,Mexico,MEX,0.38436958193779,..,0.276181936264038,..,0.218386545777321,0.131819322705269,0.0758338123559952,0.0314169824123383,0.0504711605608463,0.136410132050514,0.16068996489048,0.141515776515007,0.0962913855910301,0.25232720375061,0.296199023723602,0.302350997924805,0.133970901370049,0.117517560720444,0.0276105776429176,-0.0653025507926941,-0.292850613594055,-0.306684851646423,-0.27033868432045,-0.3435437977314,-0.281723529100418,-0.198361441493034
Government Effectiveness: Estimate,GE.EST,Uruguay,URY,0.430778682231903,..,0.416957408189774,..,0.588606655597687,0.456945091485977,0.303184807300568,0.492236137390137,0.379883676767349,0.563164889812469,0.541956722736359,0.624378561973572,0.633332192897797,0.539623916149139,0.415858507156372,0.397321581840515,0.435041129589081,0.454686135053635,0.504967212677002,0.404940634965897,0.504864871501923,0.643020868301392,0.730210959911346,0.799662232398987,0.849587678909302,0.850249707698822
Government Effectiveness: Estimate,GE.EST,Paraguay,PRY,-1.05510711669922,..,-1.03906869888306,..,-1.11379849910736,-0.997566938400269,-0.965075552463531,-0.777090907096863,-0.963064432144165,-0.853146731853485,-0.870992124080658,-0.90478652715683,-0.912053406238556,-0.84945946931839,-0.899536430835724,-0.87956178188324,-0.938229501247406,-0.998762786388397,-0.821805059909821,-0.841798901557922,-0.604888737201691,-0.576773107051849,-0.565207660198212,-0.655920207500458,-0.614015102386475,-0.462065368890762
Government Effectiveness: Estimate,GE.EST,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Government Effectiveness: Estimate,GE.EST,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 10%,SI.DST.10TH.10,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 10%,SI.DST.10TH.10,Argentina,ARG,38,37,37.7,39.5,40.5,37.7,35.3,35,33.8,33.7,32.5,31.3,31.8,31,29.8,29.5,30.1,..,30.7,30,30.1,31.3,30.6,31.2,29.8,..
Income share held by highest 10%,SI.DST.10TH.10,Brazil,BRA,47.6,47,..,46.1,46.1,45.4,44.5,44.6,44.1,43.2,42.5,42.2,..,41.7,42.4,41.7,41,40.9,42.1,42,42.5,42,39.5,41.6,41,..
Income share held by highest 10%,SI.DST.10TH.10,South Africa,ZAF,..,..,44.9,..,..,..,..,54.2,..,..,51.3,..,51.3,..,..,..,50.5,..,..,..,..,..,..,..,..,..
Income share held by highest 10%,SI.DST.10TH.10,Spain,ESP,25.5,25.4,25.4,..,..,24,24.8,24.3,24.9,25.6,25.6,25.9,26,25.9,25.8,25.9,26,26.2,25.8,25.4,25.3,24.9,25,24.7,..,..
Income share held by highest 10%,SI.DST.10TH.10,Mexico,MEX,41.8,..,42.4,..,39.9,..,39.7,40.3,39.5,..,39.7,..,37.2,..,39.6,..,39.5,..,37.4,..,36.6,..,35.1,..,34.4,..
Income share held by highest 10%,SI.DST.10TH.10,Uruguay,URY,31.7,..,32.2,33.7,34.2,34.3,34.7,33.6,35,35.4,34.3,34.6,33.6,31.6,29.2,30.1,29.8,29.8,29.6,29.6,29.7,29.7,29.9,30.8,30.5,..
Income share held by highest 10%,SI.DST.10TH.10,Paraguay,PRY,..,42.1,..,43.1,46.2,44.1,42,40.4,42.4,42.5,40.1,38,40.5,41.3,36.9,37.3,40.7,36.7,37.3,39.1,35.8,35.2,33.3,33.1,35.4,..
Income share held by highest 10%,SI.DST.10TH.10,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 10%,SI.DST.10TH.10,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Argentina,ARG,3.4,3.5,3.2,2.6,2.8,3.3,3.6,3.7,3.9,4.1,4.2,4.3,4.5,4.8,5,5,5,..,4.9,5,4.9,4.6,4.7,5,5.4,..
Income share held by lowest 20%,SI.DST.FRST.20,Brazil,BRA,2.4,2.5,..,2.5,2.6,2.6,2.9,2.9,3,3,3.2,3.2,..,3.3,3.4,3.5,3.6,3.6,3.3,3.2,3.1,3.1,4.5,3.3,3.6,..
Income share held by lowest 20%,SI.DST.FRST.20,South Africa,ZAF,..,..,3.1,..,..,..,..,2.6,..,..,2.6,..,2.5,..,..,..,2.4,..,..,..,..,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Spain,ESP,6.7,7.2,7,..,..,7.2,6.9,7,6.7,6.7,6.6,6.3,6.3,6,6.1,5.7,5.7,5.8,5.8,6.2,6.2,6.2,6,6.4,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Mexico,MEX,3.3,..,3.4,..,4,..,4,3.8,4.2,..,3.9,..,4.6,..,4.4,..,4.7,..,5,..,5.2,..,5.3,..,5.6,..
Income share held by lowest 20%,SI.DST.FRST.20,Uruguay,URY,5.1,..,5.1,4.8,4.7,5.1,4.7,4.8,4.9,4.8,5,4.8,5,5.4,5.6,5.5,5.6,5.6,5.7,5.9,5.9,5.8,5.7,5.7,5.6,..
Income share held by lowest 20%,SI.DST.FRST.20,Paraguay,PRY,..,2.8,..,3.1,2.9,3.4,4,3.9,3.6,3.6,4.1,4,3.8,3.5,4.2,4.4,4,4.3,4.5,4.7,4.8,4.8,5.3,5.5,5,..
Income share held by lowest 20%,SI.DST.FRST.20,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mobile cellular subscriptions,IT.CEL.SETS,Saudi Arabia,SAU,627321,836628,1380000,2530000,5010000,7240000,9180000,14200000,19700000,28400000,36000000,44900000,51600000,54000000,53000000,53100000,52700000,52800000,47900000,40200000,41300000,41300000,43200000,45400000,48200000,52500000
Mobile cellular subscriptions,IT.CEL.SETS,Argentina,ARG,2670862,3848869,6490000,6740000,6570000,7840000,13500000,22200000,31500000,40400000,46500000,52500000,57100000,60700000,64300000,67400000,61200000,61800000,63700000,61900000,58600000,56400000,54800000,59100000,59700000,62700000
Mobile cellular subscriptions,IT.CEL.SETS,Brazil,BRA,7368218,15032698,23200000,28700000,34900000,46400000,65600000,86200000,99900000,121000000,151000000,169000000,197000000,234000000,248000000,271000000,281000000,258000000,244000000,221000000,209000000,202000000,206000000,220000000,213000000,213000000
Mobile cellular subscriptions,IT.CEL.SETS,South Africa,ZAF,3337000,5188000,8340000,10800000,13700000,16900000,20800000,34000000,39700000,42300000,45000000,46400000,50400000,64000000,68400000,76900000,79300000,88000000,82400000,88500000,92400000,97000000,96000000,100000000,100000000,108000000
Mobile cellular subscriptions,IT.CEL.SETS,Spain,ESP,6437444,15003708,24300000,29700000,33500000,37200000,38600000,42700000,45700000,48400000,49600000,51100000,51400000,52600000,50700000,50200000,50800000,51100000,51500000,52500000,54200000,55400000,55600000,56800000,59000000,61200000
Mobile cellular subscriptions,IT.CEL.SETS,Mexico,MEX,3349475,7731635,14100000,21800000,25900000,30100000,38500000,47100000,55400000,66600000,75300000,83200000,91400000,94600000,101000000,107000000,105000000,108000000,112000000,114000000,120000000,122000000,123000000,126000000,136000000,140000000
Mobile cellular subscriptions,IT.CEL.SETS,Uruguay,URY,151341,319131,410787,519991,513528,497530,599768,1150000,2330000,3000000,3510000,4110000,4440000,4760000,5000000,5270000,5500000,5170000,5120000,5100000,4460000,4530000,4550000,4690000,4740000,4800000
Mobile cellular subscriptions,IT.CEL.SETS,Paraguay,PRY,231520,435611,820810,1150000,1670000,1770000,1750000,1890000,3230000,4690000,5790000,5620000,5920000,6530000,6790000,7050000,7310000,7410000,7490000,7470000,7440000,7760000,7870000,7980000,8660000,8670000
Mobile cellular subscriptions,IT.CEL.SETS,Latin America & Caribbean,LCN,21248433,40120477,63763645,84724348,101590245,126313264,174822263,240755475,306543468,382524993,460658973,514300801,573298953,631242627,665970257,707502300,712256783,694200000,691000000,676100000,671800000,661900000,664000000,706400000,719100000,734300000
Mobile cellular subscriptions,IT.CEL.SETS,World,WLD,318097469,490984248,738157897,960982997,1164277513,1415027798,1760995437,2205300000,2744600000,3367800000,4029900000,4639900000,5290100000,5889500000,6260500000,6661500000,6995900000,7131700000,7452200000,7696600000,7915300000,8214200000,8268300000,8489200000,8617200000,8891100000
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Saudi Arabia,SAU,3.064200995,3.982111086,6.385371964,11.44909956,22.13620269,31.26548242,38.77879493,58.05554012,77.61139698,107.5754805,131.2079923,157.5083371,175.3178957,179.0988641,171.9576466,168.6778476,164.1527601,161.21011,143.4406683,117.5995716,117.9691219,115.2711969,120.052537,126.3611144,132.3800002,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Argentina,ARG,7.371312411,10.50082052,17.5015229,17.98746665,17.33333812,20.48748472,34.94389378,56.70883514,79.81991978,101.3182303,115.4815533,128.9999606,138.8859542,146.2467408,153.3349717,158.9154655,142.9902363,142.9639551,145.9179567,140.5014607,131.9371685,125.9409814,121.6001889,130.4550081,132.3578095,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Brazil,BRA,4.307896658,8.665064415,13.18455708,16.13010807,19.32713015,25.39202175,35.51552318,46.15180215,52.91720162,63.4135915,78.18528647,87.07984742,100.293596,118.2517092,124.1756934,134.3929329,137.9776265,125.6477067,117.9869738,106.1217992,99.64002652,95.38505233,96.54706819,102.48887,98.89102076,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,South Africa,ZAF,7.27773689,11.18955156,17.81332668,22.83943536,28.7485622,35.0490254,42.91739338,69.28179094,80.13859924,84.60660947,88.99293459,90.74710393,97.27155903,122.0365009,128.6931179,142.6770351,144.8590927,157.4892588,146.0644426,156.2424453,161.1938374,166.9433215,163.1909795,168.9243909,167.3958702,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Spain,ESP,15.94912844,37.00760234,59.55835811,72.39028278,80.84111071,88.13545118,89.90428836,97.73091333,102.8639102,107.0209594,107.9553544,110.1038303,110.3421909,112.5430587,108.360446,107.6286827,109.3441127,109.9855567,110.8625606,112.7141001,115.7483421,117.4481914,117.4899328,119.623109,124.0994495,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Mexico,MEX,3.534421225,8.02579566,14.38375898,21.89015027,25.69264365,29.3838657,36.99151884,44.69619916,51.82629303,61.45672658,68.65461989,74.91580596,81.2063834,82.85839199,87.0169211,91.01095461,88.37316756,89.62827659,91.94482417,93.07232465,96.89668563,97.561569,97.53972081,99.81384101,100.2881985,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Uruguay,URY,4.638544413,9.732680729,12.47749242,15.75282064,15.53114058,15.03020057,18.09909527,34.81132061,70.13284845,90.25647327,105.1463884,122.9476137,132.3477451,141.5210804,148.1833852,155.8020277,162.0767046,151.7998906,149.8853759,148.9559056,130.1172556,132.0241348,132.7256301,136.9212202,138.526391,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Paraguay,PRY,4.702393647,8.667097358,16.0194964,22.06640992,31.53341939,33.0704465,32.29215977,34.45393525,58.41069259,83.97567218,102.5794009,98.52812081,102.6392137,111.7235159,114.6941362,117.4443175,119.9410874,119.974846,119.5138493,117.5106256,115.4634996,118.8639678,118.8308269,118.9635011,127.7049687,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Latin America & Caribbean,LCN,4.20004444350747,7.81102751940706,12.2337609230264,16.0278080762725,18.9571871492113,23.2658491501529,31.7954444641513,43.2504190012727,54.4247414285209,67.1288562830228,79.9377842650537,88.246738255931,97.2901114505863,105.949680024152,110.522665838666,116.169353512972,115.733159375779,112.2,110.6,107.3,105.7,103.3,102.9,108.8,110.1,111.7
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,World,WLD,5.33358304332039,8.12312872482729,12.0452120650013,15.4753874694429,18.5066797631028,22.202904877942,27.2640354277213,33.9,41.7,50.6,59.7,68,76.6,84.2,88.5,93.1,96.7,96.1,99.3,101.4,103.1,105.9,105.5,107.4,108.1,110.6
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Saudi Arabia,SAU,13.3387498855591,16.3975200653076,17.9748592376709,19.7702102661133,21.1851902008057,26.1267395019531,29.4974994659424,31.1733798980713,29.8706092834473,29.2581195831299,29.2175903320312,29.6792507171631,34.4424095153809,28.9419498443604,36.0444107055664,43.163501739502,51.2110710144043,56.5505714416504,64.6551132202148,72.4816665649414,74.5258178710938,79.6130676269531,74.7805709838867,74.3924865722656,73.7492065429688,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Argentina,ARG,47.9915618896484,49.6384315490723,54.3332710266113,58.791690826416,62.0592613220215,64.4024505615234,64.8878479003906,63.732349395752,67.1185913085938,66.9094467163086,68.816291809082,71.0374603271484,74.1875305175781,77.4296112060547,78.4559097290039,78.7686614990234,81.1694107055664,83.762580871582,86.6178817749023,89.2329406738281,90.9728317260742,95.0775527954102,99.266227722168,107.130661010742,107.047912597656,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Brazil,BRA,13.4665203094482,14.6957998275757,..,..,..,..,..,..,..,..,..,..,..,..,43.2308502197266,44.3393707275391,47.1568717956543,48.4340400695801,48.3333396911621,50.0267486572266,51.1916885375977,52.6240615844727,54.5727996826172,56.8306198120117,60.3906211853027,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,16.5815620422363,17.613130569458,17.2647495269775,18.0946197509766,18.138879776001,18.8556098937988,18.9649791717529,21.4171295166016,23.3899803161621,24.0192794799805,25.1296806335449,25.3566093444824,27.1743202209473,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Spain,ESP,52.0999488830566,54.7169303894043,58.4075393676758,61.0042190551758,63.7400817871094,65.5322113037109,67.4735717773438,68.1358337402344,68.9646224975586,69.2297668457031,69.4019393920898,71.4311676025391,76.3829116821289,80.7240905761719,82.89208984375,85.2132568359375,88.0015563964844,88.5742492675781,89.8067779541016,91.8877410888672,92.1748886108398,91.020263671875,90.9548492431641,94.5903778076172,94.5131072998047,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Mexico,MEX,18.19162940979,19.2353000640869,20.5259704589844,21.3776397705078,22.3153591156006,23.0477905273438,23.7031497955322,24.130989074707,24.5689697265625,25.1474304199219,25.7789402008057,26.2105903625488,27.1670207977295,28.0361595153809,29.3496494293213,30.3301601409912,31.2052898406982,31.9718608856201,38.589771270752,40.3390693664551,41.6382789611816,43.0441398620605,45.1654510498047,45.6506195068359,46.4061317443848,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Uruguay,URY,35.0865592956543,33.2931709289551,33.8414497375488,37.7791595458984,39.5832290649414,41.7629699707031,42.7656097412109,44.3836708068848,45.3399810791016,50.3921318054199,51.0627593994141,50.9438095092773,51.8884315490723,52.5558204650879,54.7069091796875,59.9512596130371,59.8266983032227,57.7897186279297,59.6462898254395,59.7518882751465,60.2781295776367,61.9644317626953,64.933219909668,75.17138671875,76.3977432250977,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Paraguay,PRY,..,14.1942796707153,17.2084293365479,19.3145008087158,28.3510494232178,26.9992599487305,27.2375907897949,27.9218807220459,..,31.2753391265869,37.1245803833008,40.0043411254883,37.7850494384766,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Latin America & Caribbean,LCN,20.6706199645996,22.0090999603271,23.3323802947998,24.8660297393799,26.7648696899414,28.4098701477051,29.9088897705078,31.6548690795898,34.1707382202148,36.2847900390625,39.25244140625,40.2447509765625,41.7612915039062,43.2567901611328,44.4386787414551,45.4693603515625,47.1027412414551,48.3875885009766,50.3801002502441,51.729190826416,52.4272918701172,53.3283500671387,54.838981628418,56.7359199523926,58.2025489807129,58.2606315612793
"School enrollment, tertiary (% gross)",SE.TER.ENRR,World,WLD,17.5263690948486,18.4111995697021,19.0037994384766,20.2068996429443,21.4635391235352,22.6239700317383,23.553689956665,24.3118095397949,25.350170135498,26.3555908203125,27.4267807006836,28.3864994049072,29.7443504333496,31.3780097961426,32.501838684082,33.350341796875,35.8791313171387,36.9689788818359,37.5227317810059,37.9007797241211,38.2872314453125,39.1298599243164,40.1212005615234,41.4295997619629,42.3894500732422,43.272331237793
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,14.9717536390015,22.9954989001018,44.9389065882539,56.3278227153457,77.3244865737103,95.1154972457758,111.196549172426,178.226966117669,180.320218903778,208.090800500629,252.816653889025,306.45408745077,323.758429778142,431.153021384011
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,24.8978570259452,33.6443276957518,62.6871943865859,73.19916148564,89.1826345303307,122.294512787585,729.835343087417,1619.6159696379,1865.86541646219,3016.15630461206,3700.83487186273,5116.36127962748,5287.33940240888,5451.20150353984
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,28.5438561636627,44.5964199126799,71.4103906694906,87.9491616360537,113.841545053971,161.164815967859,415.986539467638,1605.82544177505,2069.60200203718,2788.39613470957,3144.86893520731,3546.59010881655,4685.09246377482,5628.66295682819
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,50.9513487979752,80.7808932902514,140.175533086771,170.047651565668,217.682080483803,266.326833603483,900.723095086792,9326.84113909491,11863.1700840569,14105.098712599,14123.2723330346,16057.5805222423,14989.9460406253,14786.991738834
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,207.055442100404,265.003964148667,403.629824906669,488.330716969492,625.848709153152,889.571524340964,2762.55977801596,7247.03903373442,11302.764658321,17694.4920802421,21586.5483122739,24998.9908425872,27061.6127468159,28736.5679302373
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,13.4742784517288,17.363234634032,26.9307332637734,31.7380986967497,41.1573270047557,58.2627046023225,120.71850232559,187.552587597265,228.675856015881,275.399004136209,328.196454841059,348.79471968524,381.889508206228,412.117306307005
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,..,..,36.1600443563211,59.2156184951117,85.4469972276197,115.384488916961,159.995995630947,188.53824075116,313.971928364686,1119.39483620476,1600.21964723287,1843.2794478757,1964.41978859466,2491.53957008209,4678.38602759788,4353.20170916811
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,6.62255002683004,9.28692576272318,16.2794420492562,25.7419834198225,36.0802008497464,43.9999136237858,66.8893538072364,202.408710989389,268.849743176926,376.665871585487,513.4969749713,625.057785679684,626.584210787899,643.177395689689
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,21.4053752638677,30.7269102389773,49.1077722878195,62.0747447046788,77.5327309551018,107.03830213478,308.17846392198,1019.56526907235,1244.42970189383,1683.65609971793,1984.61925230528,2430.61337739343,2921.8987285579,3259.25504017551
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,185.179871681998,236.122158150306,321.091113661275,365.982885076798,444.375309570913,565.492136245223,1249.89587680367,3470.41889816903,6087.84926864376,9855.96115372105,11365.2005195507,12807.7120462771,14528.4756711232,15472.2750044228
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,Saudi Arabia,SAU,6.50246545601077,6.11133403717368,5.6304928796748,5.49313760886687,5.26243570153306,4.9537401747748,4.66990125858897,4.33310474815205,4.12627688058466,3.94695386638973,3.69142224878383,3.8181919782151,3.57147824356421,3.30485311219851,3.17785221062685,3.09459407546202,3.01100634814416,3.12687177210582,3.03344625027114,2.90927394555857,2.56782495973752,5.23202169094309,5.53622243145011,6.5742603526238,6.44520352050796,6.82936588687713
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,Argentina,ARG,27.8610290031682,27.5648370218749,27.6200679711032,28.1882559192377,28.3365100642553,26.3277081079804,25.6169444903074,25.2513022991443,24.3523043296849,23.6432247268958,23.6828244467167,24.0434871122217,23.5572297045485,23.0997007931849,22.9951633240058,23.5474288937904,23.6534777594917,24.3468311895728,24.7836540433263,25.3399976971808,25.5288341939773,26.5071790087849,26.999985734141,27.5889333220598,26.7103561276999,25.7532871092025
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,Brazil,BRA,36.8988817748391,37.4868086099448,37.1537513823195,37.0050286584578,37.1281626562122,37.1524255684209,36.5639217457078,36.6731862613407,35.8972976792399,34.7536540658299,33.720506433172,33.2155289426186,32.3893058775329,31.6266720334039,29.2791612405493,29.4693066600512,29.3619228807744,30.5287387351537,30.8982665139685,31.5116990295593,31.8980304666506,32.215940541789,32.5062938404103,33.517241527327,32.127430121991,31.2282709904483
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,South Africa,ZAF,16.6817184055558,16.7480324049453,16.6452949053059,17.1295278823,17.0417114485522,16.9626340573412,16.7789126496362,17.5350381059092,17.9941174777394,16.1026054568765,15.89121837522,15.5240931684317,15.6941682862518,15.6852929548022,15.4185696217864,14.8649637415573,14.1292226399528,14.5882979057799,15.1156202940929,15.4686392215148,15.572277609496,16.338879905536,16.7220145762834,16.9741801840553,16.939209183599,16.3133948389721
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,Spain,ESP,22.8377919284152,21.5172042100868,20.1900377066613,20.0329936797497,18.9768654575995,18.2014457557431,18.1311639539322,18.1341681892008,17.8576013117595,17.5989251678536,17.7930100455255,16.902068039726,16.8649824864956,16.459774970851,17.0612861881832,17.482790335679,17.9388879129509,17.4034248534335,16.6753437546027,16.6931721643375,16.1005339047392,15.7441789773607,16.1348984329387,15.7015181846176,15.9336729967578,15.1693384007829
